country,region,year,score,logged_gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,eb_log_gdp_per_capita,eb_social_support,eb_healthy_life_expectancy,eb_freedom_to_make_life_choices,eb_generosity,eb_perceptions_of_corruption
Tajikistan,Commonwealth of Independent States,2016,4.996,7.886899471,0.856656969,61.75904465,0.703026891,0.014901498,0.631887853,0.488349199,0.756024659,0.531185448,0.434081018,0.259979695,0.135088935
Tanzania,Sub-Saharan Africa,2016,3.666,7.867351055,0.63775593,56.47374725,0.77548492,0.17222707,0.739247262,0.471546322,0.776233137,0.356999546,0.31760186,0.314717621,0.050989658
Thailand,Southeast Asia,2016,6.474,9.659873009,0.907543659,65.79955292,0.924145699,0.345912844,0.877978384,1.08929646,1.044767976,0.649153352,0.495529205,0.586960733,0.028332459
Togo,Sub-Saharan Africa,2016,3.303,7.254558563,0.509440958,52.32989883,0.730286777,-0.000580561,0.815044165,0.281226516,0,0.248112172,0.346780658,0.175168142,0.115871899
Trinidad and Tobago,Latin America and Caribbean,2016,6.168,,,,,,,1.325716496,0.985685587,0.526080966,0.484528571,0.319347799,0.012409157
Tunisia,Middle East and North Africa,2016,5.045,9.288295746,0.701822102,64.56181335,0.614438355,-0.178914189,0.810745656,0.977238595,0.431648046,0.595766008,0.235527888,0.039361522,0.081698492
Turkey,Middle East and North Africa,2016,5.389,9.873839378,0.879994631,65.59723663,0.64414674,,0.763706565,1.164921641,0.87717098,0.647183418,0.238888025,0.0470687,0.123479202
Turkmenistan,Commonwealth of Independent States,2016,5.658,9.687180519,0.929032266,58.56221008,0.7485044,-0.022598082,,1.080170751,1.038174391,0.440057486,0.374077529,0.225665107,0.284671992
Uganda,Sub-Saharan Africa,2016,3.739,7.465327263,0.753540218,51.46192932,0.739409745,0.14514184,0.811069787,0.347185254,0.909812272,0.196249619,0.436530262,0.271018267,0.064420924
Ukraine,Commonwealth of Independent States,2016,4.324,8.929476738,0.884961367,63.21360397,0.5025419,0.031292569,0.891075134,0.872869015,1.014131546,0.586279273,0.12858887,0.203627124,0.018293051
United Arab Emirates,Middle East and North Africa,2016,6.573,11.11108875,0.849379838,68.51036072,0.949119508,0.105393864,,1.573521495,0.871136844,0.729932189,0.56214571,0.265909791,0.355612397
United Kingdom,Western Europe,2016,6.725,10.57133293,0.954068184,71.13896179,0.821192145,0.239862695,0.458313286,1.402830243,1.086715817,0.809905171,0.500359237,0.501563191,0.273989618
United States,North America and ANZ,2016,7.104,10.87970638,0.896751285,70.12535095,0.757893085,0.128053293,0.738919556,1.507962227,1.047815084,0.778997898,0.481630385,0.410768449,0.148683056
Uruguay,Latin America and Caribbean,2016,6.545,9.904924393,0.900380909,68.25261688,0.886371911,-0.085547343,0.676212788,1.181572676,1.031425357,0.721826971,0.543876708,0.180556223,0.213936999
Uzbekistan,Commonwealth of Independent States,2016,5.987,8.692045212,0.945102155,60.62257385,0.983803034,0.204992726,,0.735912979,1.168096423,0.50163275,0.60848254,0.343264252,0.283327252
Venezuela,Latin America and Caribbean,2016,6.084,9.534058571,0.901949286,64.74925995,0.457601577,-0.206144214,0.890124679,1.133673549,1.033022523,0.619042635,0.198472604,0.042504366,0.083041303
Vietnam,Southeast Asia,2016,5.061,8.692119598,0.876323581,65.94213867,0.894351125,-0.088429682,0.799240172,0.740374327,0.79116708,0.661565065,0.559541166,0.250752568,0.115562074
Yemen,Middle East and North Africa,2016,3.724,,0.775407016,54.24263,0.532964051,,,0.57938844,0.474931449,0.310475528,0.22869572,0.098209225,0.058922391
Zambia,Sub-Saharan Africa,2016,4.795,8.198633194,0.76704663,52.88932419,0.811574519,0.114802308,0.770643592,0.612021744,0.637601912,0.235732168,0.42661646,0.17865707,0.114790618
Zimbabwe,Sub-Saharan Africa,2016,4.193,7.422307968,0.768425405,51.72790909,0.732971489,-0.053070419,0.72361201,0.350409836,0.714784801,0.159500897,0.254289746,0.185030311,0.085816585
Afghanistan,South Asia,2017,3.794,7.460143566,0.490880072,52.33952713,0.427010864,-0.106340349,0.954392552,0.401,0.582,0.181,0.106,0.312,0.061
Albania,Central and Eastern Europe,2017,4.644,9.373718262,0.637698293,69.05165863,0.74961102,-0.035140377,0.876134634,0.996,0.804,0.731,0.381,0.201,0.04
Algeria,Middle East and North Africa,2017,5.872,9.540244102,0.806753874,65.69918823,0.436670482,-0.194670126,0.699774206,1.092,1.146,0.618,0.233,0.069,0.146
Angola,Sub-Saharan Africa,2017,3.795,,,,,,,0.858,1.104,0.05,0,0.098,0.07
Argentina,Latin America and Caribbean,2017,6.599,9.843519211,0.906699121,67.53870392,0.831966162,-0.186299905,0.841052473,1.185,1.44,0.695,0.495,0.109,0.06
Armenia,Commonwealth of Independent States,2017,4.376,9.034710884,0.697924912,65.12568665,0.613697052,-0.132166177,0.86468333,0.901,1.007,0.638,0.198,0.083,0.027
Australia,North America and ANZ,2017,7.284,10.71182728,0.949957848,72.78334045,0.910550177,0.301693261,0.411346525,1.484,1.51,0.844,0.602,0.478,0.301
Austria,Western Europe ,2017,7.006,10.71622562,0.906217813,72.35971069,0.890030563,0.124996737,0.518303812,1.487,1.46,0.815,0.568,0.316,0.221
Azerbaijan,Commonwealth of Independent States,2017,5.234,9.65392971,0.787039399,63.07531357,0.731030464,-0.247480661,0.652539015,1.154,1.152,0.541,0.398,0.045,0.181
Bahrain,Middle East and North Africa,2017,6.087,10.68671322,0.875747144,66.12399292,0.905858517,0.120759174,,1.488,1.323,0.653,0.537,0.173,0.257
Bangladesh,South Asia,2017,4.608,8.163092613,0.712552786,62.50415421,0.896217167,0.017536195,0.635014474,0.587,0.735,0.533,0.478,0.172,0.124
Belarus,Commonwealth of Independent States,2017,5.569,9.719829559,0.900255799,66.60596466,0.620979249,-0.130582094,0.654113412,1.157,1.445,0.638,0.295,0.155,0.156
Belgium,Western Europe,2017,6.891,10.65765381,0.921639085,72.14292908,0.856801987,0.045481469,0.543046057,1.464,1.462,0.818,0.54,0.232,0.251
Belize,Latin America and Caribbean,2017,5.956,,,,,,,0.908,1.081,0.45,0.548,0.24,0.097
Benin,Sub-Saharan Africa,2017,3.657,7.632502556,0.435878992,51.79475021,0.72680825,-0.040269434,0.767234623,0.431,0.435,0.21,0.426,0.208,0.061
Bhutan,South Asia,2017,5.011,,,,,,,0.885,1.34,0.496,0.502,0.474,0.173
Bolivia,Latin America and Caribbean,2017,5.823,8.832608223,0.778661788,60.34379578,0.883904934,-0.115987852,0.819261968,0.834,1.228,0.474,0.559,0.226,0.06
Bosnia and Herzegovina,Central and Eastern Europe,2017,5.182,9.371712685,0.775295258,67.99448395,0.563798666,0.089589462,0.923343062,0.982,1.069,0.705,0.204,0.329,0
Botswana,Sub-Saharan Africa,2017,3.766,9.6836586,0.768258631,58.01321411,0.817308009,-0.258249283,0.731441498,1.122,1.222,0.342,0.505,0.099,0.099
Brazil,Latin America and Caribbean,2017,6.635,9.547693253,0.904694259,65.45373535,0.764792562,-0.187264696,0.794457376,1.107,1.431,0.617,0.437,0.162,0.111
Bulgaria,Central and Eastern Europe,2017,4.714,9.822961807,0.94175458,66.4154892,0.689047039,-0.160038665,0.910799742,1.161,1.434,0.708,0.289,0.113,0.011
Burkina Faso,Sub-Saharan Africa,2017,4.032,7.434531212,0.784761369,52.3994751,0.613774717,-0.051286779,0.727451324,0.35,1.043,0.216,0.324,0.251,0.12
Burundi,Sub-Saharan Africa,2017,2.905,,,,,,,0.092,0.63,0.152,0.06,0.204,0.084
Cambodia,Southeast Asia,2017,4.168,8.202580452,0.765094936,58.63087463,0.963774681,0.086719364,0.821022928,0.602,1.006,0.43,0.633,0.386,0.068
Cameroon,Sub-Saharan Africa,2017,4.695,8.128399849,0.69459641,50.14022446,0.766945004,-0.031055631,0.84358561,0.564,0.946,0.133,0.43,0.236,0.051
Canada,North America and ANZ,2017,7.316,,,,,,,1.479,1.481,0.835,0.611,0.436,0.287
Central African Republic,Sub-Saharan Africa,2017,2.693,,0.319589138,44.64535141,0.645252347,,0.889566004,0,0,0.019,0.271,0.281,0.057
Chad,Sub-Saharan Africa,2017,3.936,7.490785122,0.660615563,45.98406219,0.614849687,-0.002929057,0.792389929,0.438,0.954,0.041,0.162,0.216,0.054
Chile,Latin America and Caribbean,2017,6.652,10.03757858,0.879840791,69.60894012,0.790116489,-0.035265177,0.835987508,1.253,1.284,0.819,0.377,0.327,0.082
China,East Asia,2017,5.273,9.635466576,0.772033215,69.30279541,0.877617598,-0.194634736,,1.081,1.161,0.741,0.473,0.029,0.023
Colombia,Latin America and Caribbean,2017,6.357,9.490860939,0.909249961,64.13578033,0.837554634,-0.165878147,0.87501812,1.071,1.402,0.595,0.477,0.149,0.047
Congo (Brazzaville),Sub-Saharan Africa,2017,4.291,8.559967995,0.655440509,55.28945923,0.777783453,-0.168748975,0.76278311,0.809,0.832,0.29,0.435,0.121,0.08
Congo (Kinshasa),Sub-Saharan Africa,2017,4.28,6.625340939,0.669688404,50.78821945,0.704239547,0.095792539,0.809181869,0.092,1.229,0.191,0.236,0.246,0.06
Costa Rica,Latin America and Caribbean,2017,7.079,9.67063427,0.92169714,69.86730194,0.93561846,-0.078268528,0.742350757,1.11,1.416,0.76,0.58,0.215,0.1
Croatia,Central and Eastern Europe,2017,5.293,10.01418877,0.770309687,67.01551056,0.715822279,-0.109417252,0.89155972,1.223,0.968,0.701,0.256,0.248,0.043
Cyprus,Western Europe,2017,5.621,10.36136723,0.818671048,72.76279449,0.811670661,0.036286667,0.851206422,1.356,1.131,0.845,0.355,0.271,0.041
Czech Republic,Central and Eastern Europe,2017,6.609,10.39345932,0.900968969,71.45102692,0.8317855,-0.184590086,0.866524994,1.353,1.434,0.754,0.491,0.088,0.037
Denmark,Western Europe ,2017,7.522,10.74898911,0.952100098,71.66249847,0.955416322,0.145387098,0.18114756,1.482,1.551,0.793,0.626,0.355,0.401
Dominican Republic,Latin America and Caribbean,2017,5.23,9.594573975,0.894368112,63.49599457,0.855359018,-0.127092183,0.760489643,1.079,1.402,0.575,0.553,0.187,0.114
Ecuador,Latin America and Caribbean,2017,6.008,9.22326088,0.848941743,67.3420639,0.879128158,-0.169955462,0.733588755,1.001,1.286,0.686,0.455,0.15,0.14
Egypt,Middle East and North Africa,2017,4.735,9.260223389,0.63822639,61.5737915,0.592504799,-0.161944747,,0.99,0.997,0.52,0.282,0.129,0.114
El Salvador,Latin America and Caribbean,2017,6.003,9.001176834,0.82895261,64.31137085,0.757827342,-0.180290967,0.777748585,0.91,1.182,0.596,0.432,0.078,0.09
Estonia,Central and Eastern Europe,2017,5.611,10.2858448,0.93568635,67.28438568,0.861749232,-0.109588325,0.668402255,1.321,1.477,0.695,0.479,0.099,0.183
Ethiopia,Sub-Saharan Africa,2017,4.46,7.43928194,0.73353976,56.72826767,0.717101216,0.011871224,0.75689894,0.339,0.865,0.353,0.409,0.313,0.165
Finland,Western Europe ,2017,7.469,10.61233807,0.963826418,71.69696045,0.962198973,-0.012173655,0.192412779,1.444,1.54,0.809,0.618,0.245,0.383
France,Western Europe,2017,6.442,10.56077385,0.931494594,72.58893585,0.83389014,-0.133584961,0.601486027,1.431,1.388,0.844,0.47,0.13,0.173
Gabon,Sub-Saharan Africa,2017,4.465,9.715631485,0.806941152,57.1261673,0.652359545,-0.2508322,0.868305504,1.198,1.156,0.357,0.312,0.044,0.076
Georgia,Commonwealth of Independent States,2017,4.286,9.1690979,0.590495169,64.34745026,0.820908785,-0.231422603,0.589631975,0.951,0.571,0.65,0.309,0.054,0.252
Germany,Western Europe ,2017,6.951,10.71118355,0.892166078,71.07910156,0.840727866,0.135307536,0.414021194,1.488,1.473,0.799,0.563,0.336,0.277
Ghana,Sub-Saharan Africa,2017,4.12,8.326971054,0.669111073,54.8658905,0.783046365,0.084990479,0.838609993,0.667,0.874,0.296,0.423,0.257,0.025
Greece,Western Europe,2017,5.227,10.11751747,0.752899528,71.7803421,0.438300014,-0.296734989,0.87223947,1.289,1.239,0.81,0.096,0,0.043
Guatemala,Latin America and Caribbean,2017,6.454,8.918908119,0.826492071,63.38197708,0.914521694,-0.0617286,0.799747884,0.872,1.256,0.54,0.531,0.283,0.077
Guinea,Sub-Saharan Africa,2017,3.507,7.527477264,0.634025574,51.15181732,0.738212824,0.054307584,0.750026226,0.245,0.791,0.194,0.349,0.265,0.111
Haiti,Latin America and Caribbean,2017,3.603,7.403176308,0.646984994,53.34700775,0.484429151,0.384510309,0.647191584,0.369,0.64,0.277,0.03,0.489,0.1
Honduras,Latin America and Caribbean,2017,5.181,8.404379845,0.84335494,63.75267029,0.898377419,0.080074072,0.783429444,0.731,1.144,0.583,0.348,0.236,0.073
Hong Kong,East Asia,2017,5.472,,,,,,,1.552,1.263,0.943,0.491,0.374,0.294
Hungary,Central and Eastern Europe,2017,5.324,10.19323826,0.876747549,67.193367,0.661165953,-0.150793031,0.886361301,1.286,1.343,0.688,0.176,0.078,0.037
Iceland,Western Europe ,2017,7.504,10.76040936,0.966752827,72.75598145,0.938783288,0.235478714,0.726845384,1.481,1.611,0.834,0.627,0.476,0.154
India,South Asia,2017,4.315,8.768456459,0.606767476,59.50262833,0.88585043,-0.0545028,0.780802786,0.792,0.754,0.455,0.47,0.232,0.092
Indonesia,Southeast Asia ,2017,5.262,9.322167397,0.795589209,60.58441544,0.865026295,0.472973853,0.900416434,0.996,1.274,0.492,0.443,0.612,0.015
Iran,Middle East and North Africa,2017,4.692,9.853448868,0.714232922,65.96455383,0.730635166,0.182735115,0.714941323,1.157,0.712,0.639,0.249,0.387,0.049
Iraq,Middle East and North Africa,2017,4.497,9.622719765,0.695109367,61.04584503,0.627722025,-0.038429033,0.757108808,1.103,0.979,0.501,0.289,0.2,0.107
Ireland,Western Europe,2017,6.977,11.06648731,0.943481982,71.70978546,0.905341148,0.206801742,0.33708474,1.536,1.558,0.81,0.573,0.428,0.298
Israel,Middle East and North Africa,2017,7.213,10.40613174,0.916440845,71.86508179,0.768076301,0.137158513,0.792652249,1.375,1.376,0.838,0.406,0.33,0.085
Italy,Western Europe,2017,5.964,10.4724741,0.919791222,74.13479614,0.632843256,-0.043380704,0.866667926,1.395,1.445,0.853,0.256,0.173,0.028
Ivory Coast,Sub-Saharan Africa,2017,4.18,8.180943489,0.661375344,46.98994064,0.732097924,-0.095353842,0.770940244,0.603,0.905,0.049,0.448,0.201,0.13
Jamaica,Latin America and Caribbean,2017,5.311,9.025864601,0.91302985,65.81879425,0.860676348,-0.130832732,0.882796168,0.926,1.368,0.641,0.474,0.234,0.055
Japan,East Asia,2017,5.92,10.56816864,0.881961286,75.31729126,0.849396586,-0.223296791,0.659198642,1.417,1.436,0.913,0.506,0.121,0.164
Jordan,Middle East and North Africa,2017,5.336,9.025333405,0.814664543,64.4178772,0.766262472,-0.151522875,,0.991,1.239,0.605,0.418,0.172,0.12
Kazakhstan,Commonwealth of Independent States,2017,5.819,10.0718708,0.914093196,64.19999695,0.745243967,-0.049178492,0.755250692,1.285,1.384,0.606,0.437,0.202,0.119
Kenya,Sub-Saharan Africa,2017,4.553,8.01025486,0.714604318,58.68983841,0.853394389,0.250179261,0.85400039,0.56,1.068,0.31,0.453,0.445,0.065
Kosovo,Central and Eastern Europe,2017,5.279,,0.792087257,62.39247894,0.857676744,,0.92519182,0.951,1.138,0.541,0.26,0.32,0.057
Kuwait,Middle East and North Africa,2017,6.105,11.11179256,0.853491306,65.37895966,0.884181619,-0.048504289,,1.633,1.26,0.632,0.496,0.228,0.215
Kyrgyzstan,Commonwealth of Independent States,2017,5.004,8.11204052,0.882586658,62.89964676,0.859389782,0.166667372,0.874494493,0.596,1.394,0.553,0.455,0.429,0.039
Latvia,Central and Eastern Europe,2017,5.85,10.1330328,0.895098746,65.10926056,0.699520111,-0.163831443,0.79837811,1.261,1.405,0.639,0.326,0.153,0.074
Lebanon,Middle East and North Africa,2017,5.225,9.491579056,0.776583016,68.8638916,0.604554176,-0.075028144,0.910727262,1.075,1.13,0.735,0.289,0.264,0.038
Lesotho,Sub-Saharan Africa,2017,3.808,,,,,,,0.521,1.19,0,0.391,0.157,0.119
Liberia,Sub-Saharan Africa,2017,3.533,6.629414082,0.684866846,52.78684998,0.733389914,0.04057676,0.866806388,0.119,0.872,0.23,0.333,0.267,0.039
Libya,Middle East and North Africa,2017,5.525,,0.822758794,61.48470688,0.778695881,,0.673065543,1.102,1.358,0.52,0.466,0.152,0.093
Lithuania,Central and Eastern Europe,2017,5.902,10.28265762,0.926316619,67.04169464,0.749307334,-0.182276621,,1.315,1.474,0.629,0.234,0.01,0.012
Luxembourg,Western Europe,2017,6.863,11.46523094,0.905435503,72.2013092,0.90282172,0.029771445,0.330173582,1.742,1.458,0.845,0.597,0.283,0.319
Macedonia,Central and Eastern Europe,2017,5.175,9.50363636,0.79995513,65.8757782,0.752106607,-0.062728427,0.855697274,1.065,1.208,0.645,0.326,0.254,0.06
Madagascar,Sub-Saharan Africa,2017,3.644,7.249253273,0.626331985,56.99448395,0.570347905,-0.025507912,0.847260773,0.306,0.913,0.375,0.189,0.209,0.067
Malawi,Sub-Saharan Africa,2017,3.97,7.00270319,0.555422723,54.23464203,0.847920775,0.021560058,0.734636605,0.233,0.513,0.315,0.467,0.287,0.073
Malaysia,Southeast Asia,2017,6.084,,,,,,,1.291,1.285,0.619,0.402,0.417,0.066
Mali,Sub-Saharan Africa,2017,4.19,7.608559132,0.741359413,49.17869949,0.753213346,-0.064547285,0.862655163,0.476,1.281,0.169,0.307,0.183,0.105
Malta,Western Europe,2017,6.527,10.50269985,0.937331796,71.82951355,0.923642933,0.241762459,0.690494537,1.343,1.488,0.822,0.589,0.575,0.153
Mauritania,Sub-Saharan Africa,2017,4.292,8.187707901,0.77922523,53.33533859,0.527446806,-0.134765625,0.777314067,0.648,1.272,0.285,0.096,0.202,0.137
Mauritius,Sub-Saharan Africa,2017,5.629,9.914654732,0.910142243,65.5891571,0.912307501,0.073929414,0.818179905,1.189,1.21,0.638,0.491,0.361,0.042
Mexico,Latin America and Caribbean,2017,6.578,9.741969109,0.799839377,68.09822845,0.861405134,-0.206639215,0.800893068,1.153,1.211,0.71,0.413,0.121,0.133
Moldova,Commonwealth of Independent States,2017,5.838,8.545788765,0.83076793,63.70124435,0.552825212,-0.003178872,0.926333785,0.729,1.252,0.589,0.241,0.209,0.01
Mongolia,East Asia,2017,4.955,9.318548203,0.924250782,62.31261063,0.674627423,0.106451347,0.864952207,1.027,1.493,0.558,0.394,0.338,0.033
Montenegro,Central and Eastern Europe,2017,5.237,9.694497108,0.881199837,67.14218903,0.625906289,-0.084890783,0.755680025,1.121,1.238,0.667,0.195,0.198,0.088
Morocco,Middle East and North Africa,2017,5.235,8.915043831,0.641193092,65.33885956,0.814258039,-0.227919385,0.840502441,0.878,0.775,0.598,0.408,0.032,0.088
Mozambique,Sub-Saharan Africa,2017,4.55,7.046577454,0.678463697,49.9577446,0.822670519,-0.021502597,0.682108939,0.234,0.871,0.107,0.481,0.322,0.179
Myanmar,Southeast Asia,2017,4.545,8.634504318,0.795183837,57.64122009,0.886011839,0.62870574,0.618821502,0.367,1.123,0.398,0.514,0.838,0.189
Namibia,Sub-Saharan Africa,2017,4.574,9.203362465,0.82833904,55.49542618,0.810401857,-0.20176585,0.831302881,0.964,1.098,0.339,0.52,0.077,0.093
Nepal,South Asia,2017,4.962,7.801309109,0.816383302,61.26595688,0.84514761,0.146511137,0.770177126,0.48,1.179,0.504,0.44,0.394,0.073
Netherlands,Western Europe ,2017,7.377,10.79181385,0.936501324,71.61999512,0.920319736,0.237440467,0.363133639,1.504,1.429,0.811,0.585,0.47,0.283
New Zealand,North America and ANZ,2017,7.314,10.47576237,0.95492065,71.61430359,0.942279458,0.28505671,0.221887484,1.406,1.548,0.817,0.614,0.5,0.383
Nicaragua,Latin America and Caribbean,2017,6.071,8.575318336,0.83804369,66.25178528,0.922162771,0.010326705,0.672963321,0.737,1.287,0.653,0.448,0.302,0.131
Niger,Sub-Saharan Africa,2017,4.028,6.831231594,0.582109571,51.32594299,0.68355757,-0.012236271,0.777660012,0.162,0.993,0.269,0.364,0.229,0.139
Nigeria,Sub-Saharan Africa,2017,5.074,8.58562088,0.733468533,45.8731575,0.825905561,0.113301486,0.834891975,0.784,1.216,0.057,0.395,0.231,0.026
North Cyprus,Western Europe,2017,5.81,,,,,,,1.347,1.186,0.835,0.471,0.267,0.155
Norway,Western Europe ,2017,7.537,11.08178902,0.950127661,71.086586,0.953016818,0.210104033,0.249711379,1.616,1.534,0.797,0.635,0.362,0.316
Pakistan,South Asia,2017,5.269,8.519006729,0.690263569,57.46299744,0.712657094,0.030328112,0.713928223,0.727,0.673,0.402,0.235,0.315,0.124
Palestinian Territories,Middle East and North Africa,2017,4.775,,0.824345112,63.07249832,0.631611288,,0.830646336,0.716,1.156,0.566,0.255,0.114,0.089
Panama,Latin America and Caribbean,2017,6.452,10.00271416,0.911904812,68.04541016,0.899573505,-0.164080471,0.840777099,1.234,1.373,0.706,0.55,0.211,0.071
Paraguay,Latin America and Caribbean,2017,5.493,,,,,,,0.933,1.507,0.579,0.474,0.224,0.091
Peru,Latin America and Caribbean,2017,5.715,9.413349152,0.830123365,65.40724182,0.826552153,-0.166747421,0.895384133,1.035,1.219,0.63,0.45,0.127,0.047
Philippines,Southeast Asia,2017,5.43,8.938967705,0.851028562,60.25149155,0.925703108,-0.147851661,0.711165547,0.858,1.254,0.468,0.585,0.194,0.099
Poland,Central and Eastern Europe,2017,5.973,10.21113968,0.881854117,69.09680176,0.830842614,-0.133134007,,1.292,1.446,0.699,0.52,0.158,0.059
Portugal,Western Europe,2017,5.195,10.23670864,0.899984837,72.15874481,0.905065656,-0.182598397,0.880970538,1.315,1.367,0.796,0.498,0.095,0.016
Qatar,Middle East and North Africa,2017,6.375,,,,,,,1.871,1.274,0.71,0.604,0.33,0.439
Romania,Central and Eastern Europe,2017,5.825,10.02889156,0.811240137,66.85708618,0.838586688,-0.164420739,0.925658047,1.218,1.15,0.685,0.457,0.134,0.004
Russia,Commonwealth of Independent States,2017,5.963,10.10368347,0.896151304,62.97878265,0.73087424,-0.158567786,0.861590207,1.282,1.469,0.547,0.374,0.052,0.033
Rwanda,Sub-Saharan Africa,2017,3.471,,,,,,,0.369,0.946,0.326,0.582,0.253,0.455
Saudi Arabia,Middle East and North Africa,2017,6.344,10.81198788,0.840086281,64.08374023,0.814142168,-0.156905413,,1.531,1.287,0.59,0.45,0.148,0.273
Senegal,Sub-Saharan Africa,2017,4.535,7.811985493,0.743759334,57.98087692,0.686937034,-0.029066099,0.825241864,0.479,1.18,0.409,0.378,0.183,0.115
Serbia,Central and Eastern Europe,2017,5.395,9.561537743,0.883770406,65.68487549,0.684846342,-0.081415586,0.851457834,1.069,1.258,0.651,0.209,0.22,0.041
Sierra Leone,Sub-Saharan Africa,2017,4.709,7.253018379,0.652287126,44.38652802,0.710613549,0.08922568,0.848398328,0.368,0.984,0.006,0.319,0.293,0.071
Singapore,Southeast Asia,2017,6.572,11.31704998,0.897349894,75.81240082,0.926127851,0.120411552,0.161790684,1.692,1.354,0.949,0.55,0.346,0.464
Slovakia,Central and Eastern Europe,2017,6.098,10.31394196,0.913386643,68.77391052,0.714224696,-0.072076842,0.920422673,1.325,1.505,0.713,0.296,0.137,0.024
Slovenia,Central and Eastern Europe,2017,5.758,10.35351658,0.928187847,70.94329071,0.920862675,-0.033475116,0.828794718,1.341,1.453,0.791,0.573,0.243,0.045
Somalia,Sub-Saharan Africa,2017,5.151,,,,,,,0.023,0.721,0.114,0.602,0.292,0.282
South Africa,Sub-Saharan Africa,2017,4.829,9.405202866,0.870313287,55.22930908,0.787427902,-0.139256224,0.864781916,1.055,1.385,0.187,0.479,0.139,0.073
South Korea,East Asia,2017,5.838,10.48973465,0.806929946,74.04169464,0.538113713,0.003354594,0.850690424,1.402,1.128,0.9,0.258,0.207,0.063
South Sudan,Middle East and North Africa,2017,3.591,,0.556822658,50.02017212,0.456011087,,0.761269629,0.397,0.601,0.163,0.147,0.286,0.117
Spain,Western Europe,2017,6.403,10.44522285,0.903158188,74.49821472,0.755560756,-0.042156253,0.791268766,1.384,1.532,0.889,0.409,0.19,0.071
Sri Lanka,South Asia,2017,4.44,9.377954483,0.822770596,65.29253387,0.827077389,0.084577233,0.844210029,1.01,1.26,0.625,0.561,0.491,0.074
Sudan,Middle East and North Africa,2017,4.139,,,,,,,0.66,1.214,0.291,0.015,0.182,0.09
Sweden,Western Europe ,2017,7.284,10.77040577,0.914016783,73.00654602,0.934582114,0.155486837,0.239366919,1.494,1.478,0.831,0.613,0.385,0.384
Switzerland,Western Europe ,2017,7.494,10.95554829,0.949661374,73.17375946,0.924996912,0.167874664,0.316183478,1.565,1.517,0.858,0.62,0.291,0.367
Syria,Middle East and North Africa,2017,3.462,,,,,,,0.777,0.396,0.501,0.082,0.494,0.151
Taiwan,East Asia,2017,6.422,,0.891119123,71.20999908,0.75965476,,0.742780089,1.434,1.385,0.794,0.361,0.258,0.064
Tajikistan,Commonwealth of Independent States,2017,5.041,7.956589699,0.662693322,62.97124863,0.832002461,0.124936186,0.71833688,0.525,1.271,0.529,0.472,0.249,0.146
Tanzania,Sub-Saharan Africa,2017,3.349,7.896313667,0.705010295,56.66548538,0.800495505,0.106598906,0.653606057,0.511,1.042,0.365,0.39,0.354,0.066
Thailand,Southeast Asia,2017,6.424,9.688437462,0.877268732,66.41879272,0.922896802,0.202452391,0.883816779,1.128,1.426,0.647,0.58,0.572,0.032
Togo,Sub-Saharan Africa,2017,3.495,7.251669884,0.507805228,52.25727463,0.716694415,-0.037704486,0.725519598,0.305,0.432,0.247,0.38,0.197,0.096
Trinidad and Tobago,Latin America and Caribbean,2017,6.168,10.32386494,0.916029036,61.73831177,0.859140456,-0.014604381,0.911336362,1.361,1.38,0.52,0.519,0.325,0.009
Tunisia,Middle East and North Africa,2017,4.805,9.294288635,0.717381597,65.88056183,0.477956653,-0.233531162,0.868826747,1.007,0.868,0.613,0.29,0.05,0.087
Turkey,Middle East and North Africa,2017,5.5,10.11937332,0.876467824,65.79473114,0.644434214,-0.246927157,0.670910537,1.198,1.338,0.638,0.301,0.047,0.1
Turkmenistan,Commonwealth of Independent States,2017,5.822,9.702640533,0.908454895,60.39269257,0.720399201,0.04033754,,1.131,1.493,0.438,0.418,0.25,0.259
Uganda,Sub-Saharan Africa,2017,4.081,7.442951202,0.739956141,51.76347733,0.772344112,0.071719982,0.81577003,0.381,1.13,0.218,0.443,0.326,0.057
Ukraine,Commonwealth of Independent States,2017,4.096,8.967859268,0.858324885,63.17335129,0.598875523,0.016125007,0.936764002,0.895,1.395,0.576,0.123,0.27,0.023
United Arab Emirates,Middle East and North Africa,2017,6.648,11.12180805,0.83552736,68.5815506,0.962016642,0.191113129,,1.626,1.266,0.727,0.608,0.361,0.324
United Kingdom,Western Europe,2017,6.714,10.58457565,0.937495291,72.05612946,0.812733293,0.281046003,0.418611348,1.442,1.496,0.805,0.508,0.493,0.265
United States of America,North America and ANZ,2017,6.993,10.89986897,0.921002865,69.7709198,0.868496716,0.181657359,0.681191266,1.546,1.42,0.774,0.506,0.393,0.136
Uruguay,Latin America and Caribbean,2017,6.454,9.917771339,0.91380167,68.38036346,0.897851646,-0.104762152,0.626581967,1.218,1.412,0.719,0.579,0.175,0.178
Uzbekistan,Commonwealth of Independent States,2017,5.971,8.762778282,0.942131102,63.16617966,0.985177755,0.11402946,0.464641601,0.786,1.549,0.498,0.658,0.416,0.247
Venezuela,Latin America and Caribbean,2017,5.25,,,,,,,1.128,1.431,0.617,0.154,0.065,0.064
Vietnam,Southeast Asia,2017,5.074,8.7426548,,66.24576569,,,,0.789,1.277,0.652,0.571,0.235,0.088
